"-0.0516","1.0","-0.0516","-0.04"
"-0.05156","0.992","-0.05156","-0.04"
"-0.05152","0.992","-0.05152","-0.04"
"-0.05148","0.992","-0.05148","-0.04"
"-0.05144","0.984","-0.05144","-0.08"
"-0.0514","0.992","-0.0514","-0.08"
"-0.05136","0.976","-0.05136","-0.08"
"-0.05132","0.976","-0.05132","-0.08"
"-0.05128","0.976","-0.05128","-0.08"
"-0.05124","0.976","-0.05124","-0.08"
"-0.0512","0.968","-0.0512","-0.08"
"-0.05116","0.968","-0.05116","-0.08"
"-0.05112","0.968","-0.05112","-0.08"
"-0.05108","0.968","-0.05108","-0.12"
"-0.05104","0.9520000000000001","-0.05104","-0.12"
"-0.051","0.9520000000000001","-0.051","-0.12"
"-0.05096","0.96","-0.05096","-0.12"
"-0.05092","0.9520000000000001","-0.05092","-0.12"
"-0.05088","0.9440000000000001","-0.05088","-0.12"
"-0.05084","0.9440000000000001","-0.05084","-0.12"
"-0.0508","0.9440000000000001","-0.0508","-0.12"
"-0.05076","0.936","-0.05076","-0.12"
"-0.05072","0.936","-0.05072","-0.12"
"-0.05068","0.936","-0.05068","-0.16"
"-0.05064","0.928","-0.05064","-0.16"
"-0.0506","0.92","-0.0506","-0.16"
"-0.05056","0.92","-0.05056","-0.16"
"-0.05052","0.92","-0.05052","-0.16"
"-0.05048","0.912","-0.05048","-0.16"
"-0.05044","0.912","-0.05044","-0.16"
"-0.0504","0.904","-0.0504","-0.16"
"-0.05036","0.896","-0.05036","-0.2"
"-0.05032","0.896","-0.05032","-0.2"
"-0.05028","0.888","-0.05028","-0.2"
"-0.05024","0.888","-0.05024","-0.2"
"-0.0502","0.88","-0.0502","-0.2"
"-0.05016","0.872","-0.05016","-0.2"
"-0.05012","0.872","-0.05012","-0.2"
"-0.05008","0.864","-0.05008","-0.2"
"-0.05004","0.864","-0.05004","-0.2"
"-0.05","0.856","-0.05","-0.2"
"-0.04996","0.848","-0.04996","-0.24"
"-0.04992","0.848","-0.04992","-0.24"
"-0.04988","0.84","-0.04988","-0.24"
"-0.04984","0.8320000000000001","-0.04984","-0.24"
"-0.0498","0.8240000000000001","-0.0498","-0.24"
"-0.04976","0.8240000000000001","-0.04976","-0.24"
"-0.04972","0.8160000000000001","-0.04972","-0.24"
"-0.04968","0.808","-0.04968","-0.24"
"-0.04964","0.8","-0.04964","-0.24"
"-0.0496","0.8","-0.0496","-0.24"
"-0.04956","0.792","-0.04956","-0.24"
"-0.04952","0.784","-0.04952","-0.24"
"-0.049479999999999996","0.776","-0.049479999999999996","-0.28"
"-0.04944","0.768","-0.04944","-0.28"
"-0.0494","0.76","-0.0494","-0.28"
"-0.04936","0.752","-0.04936","-0.28"
"-0.04932","0.744","-0.04932","-0.28"
"-0.04928","0.736","-0.04928","-0.28"
"-0.04924","0.728","-0.04924","-0.28"
"-0.0492","0.712","-0.0492","-0.28"
"-0.04916","0.712","-0.04916","-0.32"
"-0.04912","0.704","-0.04912","-0.32"
"-0.04908","0.6960000000000001","-0.04908","-0.32"
"-0.04904","0.6880000000000001","-0.04904","-0.32"
"-0.049","0.672","-0.049","-0.32"
"-0.04896","0.664","-0.04896","-0.32"
"-0.04892","0.656","-0.04892","-0.32"
"-0.04888","0.648","-0.04888","-0.32"
"-0.04884","0.64","-0.04884","-0.32"
"-0.048799999999999996","0.624","-0.048799999999999996","-0.32"
"-0.04876","0.616","-0.04876","-0.32"
"-0.04872","0.6","-0.04872","-0.36"
"-0.04868","0.592","-0.04868","-0.36"
"-0.04864","0.584","-0.04864","-0.36"
"-0.0486","0.5760000000000001","-0.0486","-0.36"
"-0.04856","0.56","-0.04856","-0.36"
