1526.5,-59.064
1526.54,-58.954
1526.58,-58.887
1526.62,-58.872
1526.66,-58.931
1526.7,-58.892
1526.74,-58.858
1526.78,-58.826
1526.82,-58.803
1526.86,-58.869
1526.9,-58.879
1526.94,-58.848
1526.98,-58.768
1527.02,-58.776
1527.06,-58.822
1527.1,-58.699
1527.14,-58.634
1527.18,-58.668
1527.22,-58.701
1527.26,-58.665
1527.3,-58.736
1527.34,-58.693
1527.38,-58.618
1527.42,-58.506
1527.46,-58.511
1527.5,-58.496
1527.54,-58.458
1527.58,-58.523
1527.62,-58.44
1527.66,-58.463
1527.7,-58.511
1527.74,-58.429
1527.78,-58.391
1527.82,-58.312
1527.86,-58.307
1527.9,-58.32
1527.94,-58.31
1527.98,-58.316
1528.02,-58.288
1528.06,-58.268
1528.1,-58.26
1528.14,-58.248
1528.18,-58.249
1528.22,-58.244
1528.26,-58.254
1528.3,-58.252
1528.34,-58.194
1528.38,-58.207
1528.42,-58.188
1528.46,-58.162
1528.5,-58.194
1528.54,-58.181
1528.58,-58.144
1528.62,-58.157
1528.66,-58.137
1528.7,-58.125
1528.74,-58.146
1528.78,-58.181
1528.82,-58.144
1528.86,-58.136
1528.9,-58.161
1528.94,-58.156
1528.98,-58.154
1529.02,-58.196
1529.06,-58.116
1529.1,-58.151
1529.14,-58.112
1529.18,-58.207
1529.22,-58.198
1529.26,-58.257
1529.3,-58.215
1529.34,-58.203
1529.38,-58.26
1529.42,-58.169
1529.46,-58.138
1529.5,-58.116
1529.54,-58.181
1529.58,-58.243
1529.62,-58.323
1529.66,-58.339
1529.7,-58.333
1529.74,-58.336
1529.78,-58.326
1529.82,-58.263
1529.86,-58.213
1529.9,-58.236
1529.94,-58.228
1529.98,-58.207
1530.02,-58.394
1530.06,-58.514
1530.1,-58.497
1530.14,-58.423
1530.18,-58.339
1530.22,-58.426
1530.26,-58.416
1530.3,-58.463
1530.34,-58.421
1530.38,-58.514
1530.42,-58.577
1530.46,-58.479
1530.5,-58.505
1530.54,-58.564
1530.58,-58.543
1530.62,-58.251
1530.66,-58.256
1530.7,-58.273
1530.74,-58.454
1530.78,-58.238
1530.82,-58.647
1530.86,-58.73
1530.9,-58.75
1530.94,-58.807
