1525.0,7.552e-05
1525.01,7.429e-05
1525.02,7.762e-05
1525.03,7.429e-05
1525.04,7.6e-05
1525.05,7.442e-05
1525.06,7.633e-05
1525.07,7.339e-05
1525.08,7.364e-05
1525.09,7.51e-05
1525.1,7.629e-05
1525.11,7.433e-05
1525.12,7.559e-05
1525.13,7.563e-05
1525.14,7.494e-05
1525.15,7.413e-05
1525.16,7.571e-05
1525.17,7.436e-05
1525.18,7.482e-05
1525.19,7.417e-05
1525.2,7.546e-05
1525.21,7.438e-05
1525.22,7.504e-05
1525.23,7.344e-05
1525.24,7.466e-05
1525.25,7.569e-05
1525.26,7.409e-05
1525.27,7.317e-05
1525.28,7.522e-05
1525.29,7.635e-05
1525.3,7.412e-05
1525.31,7.483e-05
1525.32,7.552e-05
1525.33,7.523e-05
1525.34,7.497e-05
1525.35,7.371e-05
1525.36,7.553e-05
1525.37,7.573e-05
1525.38,7.404e-05
1525.39,7.662e-05
1525.4,7.642e-05
1525.41,7.481e-05
1525.42,7.515e-05
1525.43,7.299e-05
1525.44,7.593e-05
1525.45,7.621e-05
1525.46,7.629e-05
1525.47,7.64e-05
1525.48,7.501e-05
1525.49,7.433e-05
1525.5,7.564e-05
1525.51,7.592e-05
1525.52,7.601e-05
1525.53,7.697e-05
1525.54,7.463e-05
1525.55,7.376e-05
1525.56,7.67e-05
1525.57,7.717e-05
1525.58,7.376e-05
1525.59,7.507e-05
1525.6,7.65e-05
1525.61,7.476e-05
1525.62,7.535e-05
1525.63,7.493e-05
1525.64,7.455e-05
1525.65,7.445e-05
1525.66,7.534e-05
1525.67,7.538e-05
1525.68,7.463e-05
1525.69,7.403e-05
1525.7,7.487e-05
1525.71,7.699e-05
1525.72,7.502e-05
1525.73,7.602e-05
1525.74,7.482e-05
1525.75,7.484e-05
1525.76,7.436e-05
1525.77,7.342e-05
1525.78,7.469e-05
1525.79,7.552e-05
1525.8,7.449e-05
1525.81,7.394e-05
1525.82,7.473e-05
1525.83,7.472e-05
1525.84,7.505e-05
1525.85,7.309e-05
1525.86,7.475e-05
1525.87,7.569e-05
1525.88,7.589e-05
1525.89,7.445e-05
1525.9,7.413e-05
1525.91,7.583e-05
1525.92,7.455e-05
1525.93,7.564e-05
1525.94,7.482e-05
1525.95,7.462e-05
1525.96,7.383e-05
1525.97,7.522e-05
1525.98,7.456e-05
1525.99,7.351e-05
1526.0,7.41e-05
1526.01,7.641e-05
1526.02,7.569e-05
1526.03,7.513e-05
1526.04,7.515e-05
1526.05,7.613e-05
1526.06,7.565e-05
1526.07,7.537e-05
1526.08,7.437e-05
1526.09,7.551e-05
1526.1,7.329e-05
1526.11,7.406e-05
1526.12,7.475e-05
1526.13,7.389e-05
1526.14,7.476e-05
1526.15,7.374e-05
1526.16,7.366e-05
1526.17,7.433e-05
1526.18,7.42e-05
1526.19,7.442e-05
1526.2,7.414e-05
1526.21,7.576e-05
1526.22,7.407e-05
1526.23,7.561e-05
1526.24,7.443e-05
1526.25,7.337e-05
1526.26,7.598e-05
1526.27,7.629e-05
1526.28,7.539e-05
1526.29,7.314e-05
1526.3,7.576e-05
1526.31,7.378e-05
1526.32,7.435e-05
1526.33,7.598e-05
1526.34,7.482e-05
1526.35,7.476e-05
1526.36,7.41e-05
1526.37,7.62e-05
1526.38,7.542e-05
1526.39,7.659e-05
1526.4,7.318e-05
1526.41,7.55e-05
1526.42,7.481e-05
1526.43,7.564e-05
1526.44,7.319e-05
1526.45,7.504e-05
1526.46,7.439e-05
1526.47,7.647e-05
1526.48,7.622e-05
1526.49,7.533e-05
1526.5,7.314e-05
1526.51,7.467e-05
1526.52,7.612e-05
1526.53,7.75e-05
1526.54,7.415e-05
1526.55,7.336e-05
1526.56,7.465e-05
1526.57,7.396e-05
1526.58,7.539e-05
1526.59,7.455e-05
1526.6,7.628e-05
1526.61,7.595e-05
1526.62,7.35e-05
1526.63,7.595e-05
1526.64,7.343e-05
1526.65,7.33e-05
1526.66,7.442e-05
1526.67,7.385e-05
1526.68,7.306e-05
1526.69,7.488e-05
1526.7,7.518e-05
1526.71,7.22e-05
1526.72,7.51e-05
1526.73,7.457e-05
1526.74,7.378e-05
1526.75,7.604e-05
1526.76,7.412e-05
1526.77,7.513e-05
1526.78,7.366e-05
1526.79,7.28e-05
1526.8,7.484e-05
1526.81,7.377e-05
1526.82,7.395e-05
1526.83,7.538e-05
1526.84,7.198e-05
1526.85,7.392e-05
1526.86,7.457e-05
1526.87,7.516e-05
1526.88,7.352e-05
1526.89,7.459e-05
1526.9,7.174e-05
1526.91,7.486e-05
1526.92,7.223e-05
1526.93,7.335e-05
1526.94,7.478e-05
1526.95,7.426e-05
1526.96,7.288e-05
1526.97,7.32e-05
1526.98,7.46e-05
1526.99,7.541e-05
1527.0,7.454e-05
1527.01,7.274e-05
1527.02,7.331e-05
1527.03,7.271e-05
1527.04,7.547e-05
1527.05,7.377e-05
1527.06,7.245e-05
1527.07,7.34e-05
1527.08,7.259e-05
1527.09,7.559e-05
1527.1,7.353e-05
1527.11,7.405e-05
1527.12,7.457e-05
1527.13,7.196e-05
1527.14,7.281e-05
1527.15,7.404e-05
1527.16,7.238e-05
1527.17,7.318e-05
1527.18,7.394e-05
1527.19,7.298e-05
1527.2,7.224e-05
1527.21,7.295e-05
1527.22,7.291e-05
1527.23,7.384e-05
1527.24,7.449e-05
1527.25,7.005e-05
1527.26,7.352e-05
1527.27,7.478e-05
1527.28,7.28e-05
1527.29,7.38e-05
1527.3,7.465e-05
1527.31,7.403e-05
1527.32,7.206e-05
1527.33,7.413e-05
1527.34,7.301e-05
1527.35,7.45e-05
1527.36,7.287e-05
1527.37,7.337e-05
1527.38,7.483e-05
1527.39,7.281e-05
1527.4,7.176e-05
1527.41,7.262e-05
1527.42,7.227e-05
1527.43,7.361e-05
1527.44,7.356e-05
1527.45,7.316e-05
1527.46,7.403e-05
1527.47,7.497e-05
1527.48,7.582e-05
1527.49,7.207e-05
1527.5,7.397e-05
1527.51,7.426e-05
1527.52,7.331e-05
1527.53,7.329e-05
1527.54,7.483e-05
1527.55,7.259e-05
1527.56,7.332e-05
1527.57,7.276e-05
1527.58,7.384e-05
1527.59,7.427e-05
1527.6,7.413e-05
1527.61,7.236e-05
1527.62,7.414e-05
1527.63,7.263e-05
1527.64,7.501e-05
1527.65,7.166e-05
1527.66,7.494e-05
1527.67,7.431e-05
1527.68,7.127e-05
1527.69,7.429e-05
1527.7,7.359e-05
1527.71,7.378e-05
1527.72,7.11e-05
1527.73,7.311e-05
1527.74,7.29e-05
1527.75,7.201e-05
1527.76,7.254e-05
1527.77,7.322e-05
1527.78,7.109e-05
1527.79,7.543e-05
1527.8,7.187e-05
1527.81,7.214e-05
1527.82,7.316e-05
1527.83,7.228e-05
1527.84,7.298e-05
1527.85,7.168e-05
1527.86,7.456e-05
1527.87,7.55e-05
1527.88,7.342e-05
1527.89,7.244e-05
1527.9,7.275e-05
1527.91,7.535e-05
1527.92,7.313e-05
1527.93,7.342e-05
1527.94,7.363e-05
1527.95,7.44e-05
1527.96,7.188e-05
1527.97,7.556e-05
1527.98,7.474e-05
1527.99,7.546e-05
1528.0,7.372e-05
1528.01,7.435e-05
1528.02,7.246e-05
1528.03,7.649e-05
1528.04,7.368e-05
1528.05,7.451e-05
1528.06,7.326e-05
1528.07,7.213e-05
1528.08,7.331e-05
1528.09,7.435e-05
1528.1,7.362e-05
1528.11,7.418e-05
1528.12,7.332e-05
1528.13,7.484e-05
1528.14,7.338e-05
1528.15,7.34e-05
1528.16,7.177e-05
1528.17,7.21e-05
1528.18,7.287e-05
1528.19,7.338e-05
1528.2,7.416e-05
1528.21,7.284e-05
1528.22,7.308e-05
1528.23,7.328e-05
1528.24,7.2e-05
1528.25,7.355e-05
1528.26,7.498e-05
1528.27,7.291e-05
1528.28,7.331e-05
1528.29,7.313e-05
1528.3,7.191e-05
1528.31,7.197e-05
1528.32,7.339e-05
1528.33,7.203e-05
1528.34,7.254e-05
1528.35,7.303e-05
1528.36,7.308e-05
1528.37,7.399e-05
1528.38,7.278e-05
1528.39,7.205e-05
1528.4,7.548e-05
1528.41,7.388e-05
1528.42,7.457e-05
1528.43,7.046e-05
1528.44,7.311e-05
1528.45,7.312e-05
1528.46,7.254e-05
1528.47,7.199e-05
1528.48,7.29e-05
1528.49,7.153e-05
1528.5,7.252e-05
1528.51,7.23e-05
1528.52,7.205e-05
1528.53,7.05e-05
1528.54,7.406e-05
1528.55,7.15e-05
1528.56,7.27e-05
1528.57,7.4e-05
1528.58,7.352e-05
1528.59,7.237e-05
1528.6,7.215e-05
1528.61,7.337e-05
1528.62,7.526e-05
1528.63,7.434e-05
1528.64,7.183e-05
1528.65,7.129e-05
1528.66,7.184e-05
1528.67,7.275e-05
1528.68,7.371e-05
1528.69,7.472e-05
1528.7,7.198e-05
1528.71,7.135e-05
1528.72,7.141e-05
1528.73,7.025e-05
1528.74,7.176e-05
1528.75,7.285e-05
1528.76,7.248e-05
1528.77,7.306e-05
1528.78,7.269e-05
1528.79,7.309e-05
1528.8,7.347e-05
1528.81,7.203e-05
1528.82,7.297e-05
1528.83,7.298e-05
1528.84,7.342e-05
1528.85,7.084e-05
1528.86,7.367e-05
1528.87,7.479e-05
1528.88,7.235e-05
1528.89,7.381e-05
1528.9,7.167e-05
1528.91,7.29e-05
1528.92,7.241e-05
1528.93,7.354e-05
1528.94,7.282e-05
1528.95,6.936e-05
1528.96,7.283e-05
1528.97,7.326e-05
1528.98,7.061e-05
1528.99,7.283e-05
1529.0,7.278e-05
1529.01,7.346e-05
1529.02,7.412e-05
1529.03,7.323e-05
1529.04,7.297e-05
1529.05,7.364e-05
1529.06,7.159e-05
1529.07,7.204e-05
1529.08,7.277e-05
1529.09,7.2e-05
1529.1,7.411e-05
1529.11,7.243e-05
1529.12,7.312e-05
1529.13,7.334e-05
1529.14,7.098e-05
1529.15,7.077e-05
1529.16,7.292e-05
1529.17,7.285e-05
1529.18,7.028e-05
1529.19,7.107e-05
1529.2,7.385e-05
1529.21,7.373e-05
1529.22,7.13e-05
1529.23,7.138e-05
1529.24,7.248e-05
1529.25,7.388e-05
1529.26,7.335e-05
1529.27,7.197e-05
1529.28,7.27e-05
1529.29,7.127e-05
1529.3,7.033e-05
1529.31,7.167e-05
1529.32,7.216e-05
1529.33,7.13e-05
1529.34,7.407e-05
1529.35,7.531e-05
1529.36,7.232e-05
1529.37,7.233e-05
1529.38,7.346e-05
1529.39,7.332e-05
1529.4,7.222e-05
